Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,08022024,2833420358,0002309
Trade Date <08-FEB-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1883,SGBMAY29I,GB,346,217,62.72
20,1884,SGBMR29XII,GB,607,538,88.63
20,1885,SGBN28VIII,GB,202,170,84.16
20,1886,SGBNOV24,GB,60,53,88.33
20,1887,SGBNOV25,GB,3,3,100.00
20,1888,SGBNOV26,GB,1,1,100.00
20,1889,SGBNV29VII,GB,40,40,100.00
20,1890,SGBOC28VII,GB,71,56,78.87
20,1891,SGBOCT25IV,GB,5,5,100.00
20,1892,SGBOCT25V,GB,1,1,100.00
20,1893,SGBSEP24,GB,31,31,100.00
20,1894,SGBSEP27,GB,9,9,100.00
20,1895,SGBSEP28VI,GB,101,95,94.06
20,1896,SGBSEP29VI,GB,78,68,87.18
20,1897,SGBSEP31II,GB,1595,1176,73.73
20,1898,SGIL,EQ,18468,12045,65.22
20,1899,SGL,EQ,92791,70144,75.59
20,1900,SHAILY,EQ,41840,19181,45.84
20,1901,SHALBY,EQ,244438,113208,46.31
20,1902,SHALPAINTS,EQ,440632,267206,60.64
20,1903,SHANKARA,EQ,78373,39594,50.52
20,1904,SHANTHALA,SM,12000,10800,90.00
20,1905,SHANTI,EQ,209184,133094,63.63
20,1906,SHANTIGEAR,EQ,18697,9790,52.36
20,1907,SHARDACROP,EQ,137307,84706,61.69
20,1908,SHARDAMOTR,EQ,37911,19731,52.05
20,1909,SHAREINDIA,EQ,151451,85671,56.57
20,1910,SHAREINDIA,W1,5492,5492,100.00
20,1911,SHARIABEES,EQ,1933,1082,55.98
20,1912,SHEETAL,SM,22000,16000,72.73
20,1913,SHEMAROO,EQ,1354619,627807,46.35
20,1914,SHERA,SM,49000,39000,79.59
20,1915,SHIGAN,SM,36000,34500,95.83
20,1916,SHILPAMED,EQ,934904,382493,40.91
20,1917,SHIVALIK,EQ,8465,4687,55.37
20,1918,SHIVAMAUTO,EQ,607845,332036,54.63
20,1919,SHIVAMILLS,EQ,48204,21664,44.94
20,1920,SHK,EQ,8118017,2865015,35.29
20,1921,SHOPERSTOP,EQ,74221,32555,43.86
20,1922,SHREDIGCEM,EQ,613849,312310,50.88
20,1923,SHREECEM,EQ,32063,13041,40.67
20,1924,SHREEOSFM,SM,204000,148000,72.55
20,1925,SHREEPUSHK,EQ,50423,25581,50.73
20,1926,SHREYANIND,EQ,54179,39084,72.14
20,1927,SHREYAS,EQ,158610,93390,58.88
20,1928,SHRIPISTON,EQ,267827,112769,42.11
20,1929,SHRIRAMFIN,EQ,886197,621186,70.10
20,1930,SHRIRAMFIN,YI,12,6,50.00
20,1931,SHRIRAMFIN,YL,106,106,100.00
20,1932,SHRIRAMFIN,YP,14,14,100.00
20,1933,SHRIRAMFIN,YW,139,129,92.81
20,1934,SHRIRAMFIN,Z8,100,100,100.00
20,1935,SHRIRAMFIN,ZE,193,193,100.00
20,1936,SHRIRAMFIN,ZH,3,3,100.00
20,1937,SHRIRAMFIN,ZK,418,418,100.00
20,1938,SHRIRAMPPS,EQ,4337999,1752532,40.40
20,1939,SHRITECH,SM,42000,32000,76.19
20,1940,SHUBHLAXMI,SM,26000,25000,96.15
20,1941,SHYAMMETL,EQ,627460,384689,61.31
20,1942,SHYAMTEL,EQ,11277,11077,98.23
20,1943,SIEMENS,EQ,234880,91177,38.82
20,1944,SIGACHI,EQ,1739976,994227,57.14
20,1945,SIGIND,EQ,88731,56468,63.64
20,1946,SIGMA,EQ,10341,5034,48.68
20,1947,SIGNATURE,EQ,567121,160366,28.28
20,1948,SILINV,EQ,8609,7598,88.26
20,1949,SILLYMONKS,EQ,143268,112813,78.74
20,1950,SILVER,EQ,1191523,1168915,98.10
20,1951,SILVERBEES,EQ,2220095,1874211,84.42
20,1952,SILVERETF,EQ,105740,78287,74.04
20,1953,SILVERIETF,EQ,231943,219841,94.78
20,1954,SILVERTUC,EQ,18789,1343,7.15
20,1955,SILVRETF,EQ,3244,2507,77.28
20,1956,SIMBHALS,EQ,784279,416211,53.07
20,1957,SINDHUTRAD,EQ,7819533,2298185,29.39
20,1958,SINTERCOM,EQ,3360,2949,87.77
20,1959,SIRCA,EQ,344429,132953,38.60
20,1960,SIS,EQ,74217,45794,61.70
20,1961,SIYSIL,EQ,72482,36702,50.64
20,1962,SJLOGISTIC,SM,236000,172000,72.88
20,1963,SJS,EQ,178368,110246,61.81
20,1964,SJVN,EQ,80234599,22913013,28.56
20,1965,SKFINDIA,EQ,35128,26677,75.94
20,1966,SKIPPER,EQ,556036,278510,50.09
20,1967,SKMEGGPROD,EQ,35883,35883,100.00
20,1968,SKP,SM,17500,11000,62.86
20,1969,SMARTLINK,EQ,5736,4158,72.49
20,1970,SMCGLOBAL,EQ,1853222,706614,38.13
20,1971,SMLISUZU,EQ,61448,26263,42.74
20,1972,SMLT,EQ,146983,96170,65.43
20,1973,SMSLIFE,EQ,1770,1030,58.19
20,1974,SMSPHARMA,EQ,316401,115527,36.51
20,1975,SNOWMAN,EQ,1280107,520618,40.67
20,1976,SOBHA,EQ,449698,141545,31.48
20,1977,SOFTTECH,EQ,2015,1173,58.21
20,1978,SOLARA,EQ,147168,48290,32.81
20,1979,SOLARINDS,EQ,63237,24975,39.49
20,1980,SOLEX,SM,12000,8400,70.00
20,1981,SOMANYCERA,EQ,152658,139082,91.11
20,1982,SONACOMS,EQ,761555,475026,62.38
20,1983,SONAMLTD,EQ,118903,94821,79.75
20,1984,SONATSOFTW,EQ,429345,219598,51.15
20,1985,SONUINFRA,SM,21000,21000,100.00
20,1986,SOTL,EQ,161145,96273,59.74
20,1987,SOUTHBANK,EQ,59927703,26322096,43.92
20,1988,SOUTHWEST,EQ,214578,93517,43.58
20,1989,SPAL,EQ,88674,62612,70.61
20,1990,SPANDANA,EQ,190524,119722,62.84
20,1991,SPCENET,EQ,2311141,1481211,64.09
20,1992,SPECIALITY,EQ,313680,99624,31.76
20,1993,SPECTRUM,SM,4625,4000,86.49
20,1994,SPECTSTM,SM,27200,18400,67.65
20,1995,SPENCERS,EQ,779282,317096,40.69
20,1996,SPIC,EQ,3082846,1278784,41.48
20,1997,SPLIL,EQ,39952,28120,70.38
20,1998,SPLPETRO,EQ,70939,41131,57.98
20,1999,SPORTKING,EQ,39010,19518,50.03
20,2000,SREEL,EQ,47240,21914,46.39
20,2001,SRF,EQ,240843,127232,52.83
20,2002,SRGHFL,EQ,2771,1153,41.61
20,2003,SRHHYPOLTD,EQ,26654,10864,40.76
20,2004,SRIVASAVI,SM,58000,43000,74.14
20,2005,SSFL,SM,40000,20000,50.00
20,2006,SSWL,EQ,188128,97733,51.95
20,2007,STAR,EQ,741698,414265,55.85
20,2008,STARCEMENT,EQ,2437929,782294,32.09
20,2009,STARHEALTH,EQ,442372,213659,48.30
20,2010,STARPAPER,EQ,126580,106715,84.31
20,2011,STCINDIA,EQ,379793,123724,32.58
20,2012,STEELCAS,EQ,18995,13133,69.14
20,2013,STEELCITY,EQ,1164016,380532,32.69
20,2014,STEELXIND,EQ,9724887,5194242,53.41
20,2015,STEL,EQ,7686,5209,67.77
20,2016,STERTOOLS,EQ,53397,29174,54.64
20,2017,STLTECH,EQ,1370847,738959,53.91
20,2018,STOVEKRAFT,EQ,111623,59506,53.31
20,2019,STYLAMIND,EQ,71214,36111,50.71
20,2020,STYRENIX,EQ,60882,35280,57.95
20,2021,SUBEXLTD,EQ,41216346,13729187,33.31
20,2022,SUBROS,EQ,96984,32351,33.36
20,2023,SUDARSCHEM,EQ,139211,73900,53.08
20,2024,SUKHJITS,EQ,97095,66846,68.85
20,2025,SULA,EQ,465935,245490,52.69
20,2026,SUMICHEM,EQ,245954,142311,57.86
20,2027,SUMMITSEC,EQ,5145,2897,56.31
20,2028,SUNCLAY,EQ,8681,5108,58.84
20,2029,SUNDARMFIN,EQ,102179,51350,50.25
20,2030,SUNDARMHLD,EQ,156351,69923,44.72
20,2031,SUNDRMBRAK,EQ,1060,683,64.43
20,2032,SUNDRMFAST,EQ,100600,67016,66.62
20,2033,SUNFLAG,EQ,485708,187890,38.68
20,2034,SUNPHARMA,EQ,2213750,1285548,58.07
20,2035,SUNREST,SM,14400,14400,100.00
20,2036,SUNTECK,EQ,289211,147640,51.05
20,2037,SUNTV,EQ,545616,181271,33.22
20,2038,SUPERHOUSE,EQ,17269,10951,63.41
20,2039,SUPRAJIT,EQ,168142,84172,50.06
20,2040,SUPREMEIND,EQ,63542,37207,58.55
20,2041,SUPREMEPWR,SM,208000,154000,74.04
20,2042,SUPRIYA,EQ,6966911,1490531,21.39
20,2043,SURAJEST,EQ,176930,81530,46.08
20,2044,SURANI,SM,26000,23600,90.77
20,2045,SURYALAXMI,EQ,23847,16478,69.10
20,2046,SURYAROSNI,EQ,1271028,724275,56.98
20,2047,SURYODAY,EQ,1174379,561497,47.81
20,2048,SUTLEJTEX,EQ,741570,400672,54.03
20,2049,SUVENPHAR,EQ,1068698,877024,82.06
20,2050,SUZLON,EQ,53850076,33094145,61.46
20,2051,SWANENERGY,EQ,3470007,1542742,44.46
20,2052,SWARAJ,SM,5000,5000,100.00
20,2053,SWARAJENG,EQ,8852,6218,70.24
20,2054,SWASTIK,SM,31200,26400,84.62
20,2055,SWELECTES,EQ,158656,76093,47.96
20,2056,SWSOLAR,EQ,2672368,1259556,47.13
20,2057,SYMPHONY,EQ,59049,35119,59.47
20,2058,SYNGENE,EQ,760730,341916,44.95
20,2059,SYNOPTICS,SM,22200,16800,75.68
20,2060,SYRMA,EQ,814206,352806,43.33
20,2061,SYSTANGO,SM,34000,26000,76.47
20,2062,TAINWALCHM,EQ,5903,3201,54.23
20,2063,TAJGVK,EQ,2088231,534083,25.58
20,2064,TAKE,EQ,2366294,1208151,51.06
20,2065,TANLA,EQ,296637,142996,48.21
20,2066,TAPIFRUIT,SM,7500,7500,100.00
20,2067,TARACHAND,SM,29000,26000,89.66
20,2068,TARMAT,EQ,273504,166638,60.93
20,2069,TARSONS,EQ,640295,479550,74.90
20,2070,TASTYBITE,EQ,1915,1092,57.02
20,2071,TATACAP,N6,410,310,75.61
20,2072,TATACAP,N8,200,125,62.50
20,2073,TATACAP,NA,415,357,86.02
20,2074,TATACAPHSG,N4,992,500,50.40
20,2075,TATACAPHSG,N6,100,100,100.00
20,2076,TATACAPHSG,N8,229,229,100.00
20,2077,TATACAPHSG,NB,1,1,100.00
20,2078,TATACHEM,EQ,1013560,417062,41.15
20,2079,TATACOMM,EQ,2131671,744218,34.91
20,2080,TATACONSUM,EQ,2477973,826865,33.37
20,2081,TATAELXSI,EQ,70163,37185,53.00
20,2082,TATAGOLD,EQ,1060894,762758,71.90
20,2083,TATAINVEST,EQ,48725,17900,36.74
20,2084,TATAMOTORS,EQ,11576253,6469949,55.89
20,2085,TATAMTRDVR,EQ,1120104,639486,57.09
20,2086,TATAPOWER,EQ,21626429,6349506,29.36
20,2087,TATASTEEL,EQ,38997666,15008275,38.49
20,2088,TATATECH,EQ,736687,335576,45.55
20,2089,TATSILV,EQ,432581,410573,94.91
20,2090,TATVA,EQ,21149,13148,62.17
20,2091,TBZ,EQ,738998,341760,46.25
20,2092,TCI,EQ,120734,60512,50.12
20,2093,TCIEXP,EQ,23687,12010,50.70
20,2094,TCNSBRANDS,EQ,242369,90253,37.24
20,2095,TCPLPACK,EQ,84295,39958,47.40
20,2096,TCS,EQ,2345173,946960,40.38
20,2097,TDPOWERSYS,EQ,304550,126314,41.48
20,2098,TEAMLEASE,EQ,40833,34261,83.91
20,2099,TECH,EQ,8924,5301,59.40
20,2100,TECHLABS,SM,84000,44000,52.38
20,2101,TECHM,EQ,2308756,995984,43.14
20,2102,TECHNOE,EQ,366853,167341,45.62
20,2103,TEGA,EQ,32482,15152,46.65
20,2104,TEJASNET,EQ,234438,132660,56.59
20,2105,TEMBO,EQ,65574,20522,31.30
20,2106,TEXINFRA,EQ,801396,345491,43.11
20,2107,TEXMOPIPES,EQ,1989672,650641,32.70
20,2108,TEXRAIL,EQ,2936456,1616984,55.07
20,2109,TFCILTD,EQ,5664243,3012595,53.19
20,2110,THANGAMAYL,EQ,17257,11779,68.26
20,2111,THEJO,EQ,2566,1930,75.21
20,2112,THEMISMED,EQ,154180,94260,61.14
20,2113,THERMAX,EQ,304099,70363,23.14
20,2114,THOMASCOOK,EQ,1373179,905412,65.94
20,2115,THYROCARE,EQ,40116,25453,63.45
20,2116,TI,EQ,2041336,753520,36.91
20,2117,TIDEWATER,EQ,38709,23659,61.12
20,2118,TIIL,EQ,8073,4126,51.11
20,2119,TIINDIA,EQ,143994,85989,59.72
20,2120,TIJARIA,EQ,408151,216031,52.93
20,2121,TIMESCAN,SM,7000,4000,57.14
20,2122,TIMETECHNO,EQ,1829710,646478,35.33
20,2123,TIMKEN,EQ,41738,23074,55.28
20,2124,TIPSINDLTD,EQ,164876,65354,39.64
20,2125,TIRUMALCHM,EQ,741667,445050,60.01
20,2126,TITAGARH,EQ,611621,293811,48.04
20,2127,TITAN,EQ,1011857,469557,46.41
20,2128,TMB,EQ,115992,84969,73.25
20,2129,TNIDETF,EQ,28764,18707,65.04
20,2130,TNPETRO,EQ,706822,345053,48.82
20,2131,TNPL,EQ,277376,142646,51.43
20,2132,TOKYOPLAST,EQ,7159,4372,61.07
20,2133,TORNTPHARM,EQ,167199,87016,52.04
20,2134,TORNTPOWER,EQ,469436,155688,33.16
20,2135,TOTAL,EQ,11870,8491,71.53
20,2136,TOUCHWOOD,EQ,1676,1534,91.53
20,2137,TPLPLASTEH,EQ,493767,143152,28.99
20,2138,TRACXN,EQ,2094430,1219368,58.22
20,2139,TRANSTEEL,SM,72000,66000,91.67
20,2140,TREEHOUSE,EQ,281458,135991,48.32
20,2141,TREL,EQ,1432859,734006,51.23
20,2142,TRENT,EQ,7374486,1674220,22.70
20,2143,TRF,EQ,94242,87320,92.66
20,2144,TRIDENT,EQ,13659998,5887624,43.10
20,2145,TRIDHYA,SM,24000,21000,87.50
20,2146,TRIGYN,EQ,237837,92179,38.76
20,2147,TRITURBINE,EQ,3772709,777012,20.60
20,2148,TRIVENI,EQ,563283,245541,43.59
20,2149,TRU,EQ,3349288,871153,26.01
20,2150,TTKHLTCARE,EQ,10507,3566,33.94
20,2151,TTKPRESTIG,EQ,40753,22046,54.10
20,2152,TTL,EQ,123208,65278,52.98
20,2153,TTML,EQ,63703367,18030675,28.30
20,2154,TVSELECT,EQ,57430,23655,41.19
20,2155,TVSHLTD,EQ,13936,9134,65.54
20,2156,TVSHLTD,P1,294625,289728,98.34
20,2157,TVSMOTOR,EQ,223855,102272,45.69
20,2158,TVSSCS,EQ,383710,243933,63.57
20,2159,TVSSRICHAK,EQ,5490,2802,51.04
20,2160,TVTODAY,EQ,312739,160727,51.39
20,2161,TVVISION,EQ,398848,290839,72.92
20,2162,UBL,EQ,115705,32755,28.31
20,2163,UCAL,EQ,171322,88432,51.62
20,2164,UCL,SM,6000,6000,100.00
20,2165,UCOBANK,EQ,115529709,36095406,31.24
20,2166,UDS,EQ,559328,271462,48.53
20,2167,UFLEX,EQ,155607,54484,35.01
20,2168,UFO,EQ,532354,228693,42.96
20,2169,UGARSUGAR,EQ,1902208,770129,40.49
20,2170,UGROCAP,EQ,180685,103267,57.15
20,2171,UGROCAP,N3,350,350,100.00
20,2172,UGROCAP,N7,128,128,100.00
20,2173,UJJIVAN,EQ,941160,357135,37.95
20,2174,UJJIVANSFB,EQ,34178575,10128675,29.63
20,2175,ULTRACEMCO,EQ,320905,167602,52.23
20,2176,UMA,SM,64000,44000,68.75
20,2177,UMANGDAIRY,EQ,83725,43620,52.10
20,2178,UNICHEMLAB,EQ,64390,29445,45.73
20,2179,UNIDT,EQ,84217,46328,55.01
20,2180,UNIENTER,EQ,10727,7366,68.67
20,2181,UNIHEALTH,SM,4000,4000,100.00
20,2182,UNIINFO,EQ,40477,27301,67.45
20,2183,UNIONBANK,EQ,36435011,12940839,35.52
20,2184,UNIPARTS,EQ,131409,94647,72.02
20,2185,UNITEDPOLY,EQ,20527,12023,58.57
20,2186,UNITEDTEA,EQ,2128,1216,57.14
20,2187,UNIVASTU,EQ,23931,22704,94.87
20,2188,UNIVCABLES,EQ,30288,21992,72.61
20,2189,UNIVPHOTO,EQ,1610,1395,86.65
20,2190,UNOMINDA,EQ,515777,330962,64.17
20,2191,UPL,EQ,5214678,2406027,46.14
20,2192,URAVI,EQ,4752,2970,62.50
20,2193,URBAN,SM,1200,1200,100.00
20,2194,USASEEDS,SM,900,900,100.00
20,2195,USHAMART,EQ,806447,360890,44.75
20,2196,USK,EQ,1376008,513157,37.29
20,2197,UTIAMC,EQ,106534,62218,58.40
20,2198,UTIBANKETF,EQ,429479,369014,85.92
20,2199,UTINEXT50,EQ,80598,74394,92.30
20,2200,UTINIFTETF,EQ,19619,15876,80.92
20,2201,UTISENSETF,EQ,945,675,71.43
20,2202,UTISXN50,EQ,11113,6704,60.33
20,2203,UTKARSHBNK,EQ,40454743,13898706,34.36
20,2204,UTTAMSUGAR,EQ,226137,94285,41.69
20,2205,V2RETAIL,EQ,590455,391989,66.39
20,2206,VADILALIND,EQ,300190,63822,21.26
20,2207,VAIBHAVGBL,EQ,444484,199559,44.90
20,2208,VAISHALI,EQ,32395,22279,68.77
20,2209,VAKRANGEE,EQ,7371728,4364717,59.21
20,2210,VALIANTLAB,EQ,134157,74722,55.70
20,2211,VALIANTORG,EQ,50324,31481,62.56
20,2212,VARDHACRLC,EQ,806869,436983,54.16
20,2213,VARROC,EQ,1336782,570016,42.64
20,2214,VASCONEQ,EQ,2650769,1021480,38.54
20,2215,VASWANI,EQ,152984,95316,62.30
20,2216,VBL,EQ,3303671,1670041,50.55
20,2217,VEDL,EQ,6966850,2897547,41.59
20,2218,VEEKAYEM,ST,6000,6000,100.00
20,2219,VELS,SM,1200,1200,100.00
20,2220,VENKEYS,EQ,385888,104860,27.17
20,2221,VENUSPIPES,EQ,81177,56401,69.48
20,2222,VENUSREM,EQ,105681,68924,65.22
20,2223,VERANDA,EQ,472827,239549,50.66
20,2224,VERTEXPLUS,SM,1200,1200,100.00
20,2225,VESUVIUS,EQ,17744,13929,78.50
20,2226,VETO,EQ,3483765,1170945,33.61
20,2227,VGUARD,EQ,354148,190898,53.90
20,2228,VHL,EQ,1437,742,51.64
20,2229,VIAZ,SM,20000,12000,60.00
20,2230,VIDHIING,EQ,29978,16259,54.24
20,2231,VIJAYA,EQ,419765,132901,31.66
20,2232,VIKASECO,EQ,54741834,19936184,36.42
20,2233,VILINBIO,SM,60000,52000,86.67
20,2234,VIMTALABS,EQ,113650,66889,58.86
20,2235,VINATIORGA,EQ,25897,16708,64.52
20,2236,VINDHYATEL,EQ,32259,13955,43.26
20,2237,VINSYS,SM,24000,19000,79.17
20,2238,VINYAS,SM,5600,4800,85.71
20,2239,VINYLINDIA,EQ,32808,17248,52.57
20,2240,VIPCLOTHNG,EQ,555574,327093,58.87
20,2241,VIPIND,EQ,434396,272579,62.75
20,2242,VIPULLTD,EQ,142061,93868,66.08
20,2243,VIRINCHI,EQ,1194152,621412,52.04
20,2244,VISAKAIND,EQ,4199302,2128274,50.68
20,2245,VISHNU,EQ,118451,74980,63.30
20,2246,VISHNUINFR,SM,44000,36000,81.82
20,2247,VISHWARAJ,EQ,4884785,2090427,42.79
20,2248,VITAL,SM,48000,42000,87.50
20,2249,VIVIANA,ST,12000,12000,100.00
20,2250,VLSFINANCE,EQ,73873,38965,52.75
20,2251,VMARCIND,SM,26000,21000,80.77
20,2252,VMART,EQ,232278,143985,61.99
20,2253,VOLTAMP,EQ,7912,3731,47.16
20,2254,VOLTAS,EQ,1639793,890239,54.29
20,2255,VPRPL,EQ,1092961,478453,43.78
20,2256,VRLLOG,EQ,92792,53397,57.54
20,2257,VSCL,SM,12000,9000,75.00
20,2258,VSSL,EQ,102536,59314,57.85
20,2259,VSTIND,EQ,9325,4281,45.91
20,2260,VSTTILLERS,EQ,15878,8146,51.30
20,2261,VTL,EQ,982302,406605,41.39
20,2262,WABAG,EQ,510379,255063,49.98
20,2263,WALCHANNAG,EQ,1061429,492780,46.43
20,2264,WALPAR,ST,2000,2000,100.00
20,2265,WEALTH,EQ,1884,995,52.81
20,2266,WEBELSOLAR,EQ,743681,369949,49.75
20,2267,WEIZMANIND,EQ,78346,45898,58.58
20,2268,WEL,EQ,1455,936,64.33
20,2269,WELCORP,EQ,580611,405116,69.77
20,2270,WELENT,EQ,740187,302740,40.90
20,2271,WELINV,EQ,2491,1829,73.42
20,2272,WELSPUNLIV,EQ,1371304,669360,48.81
20,2273,WENDT,EQ,288,205,71.18
20,2274,WESTLIFE,EQ,132823,99250,74.72
20,2275,WHEELS,EQ,96206,69269,72.00
20,2276,WHIRLPOOL,EQ,45061,26608,59.05
20,2277,WINDLAS,EQ,1018945,226881,22.27
20,2278,WINDMACHIN,EQ,45238,30393,67.18
20,2279,WIPRO,EQ,5651920,1740777,30.80
20,2280,WOCKPHARMA,EQ,3157138,1104600,34.99
20,2281,WOMANCART,SM,8000,8000,100.00
20,2282,WONDERLA,EQ,161459,59238,36.69
20,2283,WORTH,EQ,27171,19028,70.03
20,2284,WSI,EQ,487232,247898,50.88
20,2285,WSTCSTPAPR,EQ,343558,178752,52.03
20,2286,XCHANGING,EQ,1732157,759529,43.85
20,2287,XPROINDIA,EQ,39368,12161,30.89
20,2288,YASHO,EQ,24899,16167,64.93
20,2289,YATHARTH,EQ,1510973,755318,49.99
20,2290,YATRA,EQ,551437,289118,52.43
20,2291,YCCL,SM,45000,33000,73.33
20,2292,YESBANK,EQ,2038376473,384175322,18.85
20,2293,YUDIZ,SM,9600,9600,100.00
20,2294,YUKEN,EQ,3710,2598,70.03
20,2295,ZAGGLE,EQ,6427623,1566698,24.37
20,2296,ZEAL,SM,240000,160800,67.00
20,2297,ZEEL,EQ,45808076,18886235,41.23
20,2298,ZEEMEDIA,EQ,16474283,4355770,26.44
20,2299,ZENITHEXPO,EQ,8950,5411,60.46
20,2300,ZENSARTECH,EQ,681785,277678,40.73
20,2301,ZFCVINDIA,EQ,4957,2668,53.82
20,2302,ZIMLAB,EQ,293284,190925,65.10
20,2303,ZODIACLOTH,EQ,48866,25822,52.84
20,2304,ZOMATO,EQ,184839649,75954987,41.09
20,2305,ZOTA,EQ,38333,22096,57.64
20,2306,ZUARI,EQ,1420361,676509,47.63
20,2307,ZUARIIND,EQ,79315,53925,67.99
20,2308,ZYDUSLIFE,EQ,746665,217101,29.08
20,2309,ZYDUSWELL,EQ,167375,34764,20.77
